No,氏名,ふりがな,会派,選挙区,当選回数,生年月日,表面,本質,意思決定,隠れ,希望,プロフィール
435,山 登志浩君,やま としひろ,立憲,（比）北陸信越,1,1979/12/30,猿,たぬき,たぬき,こじか,ひつじ,"山 登志浩（やま としひろ）
 比例代表（北陸信越）選出、立憲民主党・無所属
 昭和五十四年十二月愛知県江南市に生まれる、立命館大学法学部法学科卒業、立命館大学大学院社会学研究科修士課程修了○江南市議会議員当選四回、江南市議会副議長、個別指導五条川ゼミ経営○社会民主党全国連合常任幹事、立憲民主党富山県総支部連合会副代表、立憲民主党富山県第一区総支部長○当選一回（50）
 （令和7年3月現在）"
436,山岡 達丸君,やまおか たつまる,立憲,北海道9,4,1979/7/22,くろひょう,ペガサス,くろひょう,猿,ひつじ,"山岡 達丸（やまおか たつまる）
 小選挙区（北海道第九区）選出、立憲民主党・無所属
 昭和五十四年七月二十二日東京都に生まれる、慶應義塾大学経済学部卒業、日本放送協会職員を経て、民主党北海道青年委員会事務局長、国民民主党副幹事長、立憲民主党経済産業部会長、立憲民主党副幹事長兼総務局長、立憲民主党ハラスメント対策委員会事務局長、衆議院経済産業委員会理事○当選四回（45 48 49 50）
 （令和7年3月現在）"
437,山川 仁君,やまかわ ひとし,れ新,（比）九州,1,1974/9/24,ゾウ,くろひょう,猿,狼,子守熊,"山川 仁（やまかわ ひとし）
 比例代表（九州）選出、れいわ新選組
 昭和四十九年九月沖縄県豊見城市（村）生まれ、豊見城南高等学校卒業○衆議院議員公設第一秘書、豊見城市議会議員、第六代豊見城市長○れいわ新選組衆議院沖縄県第四区総支部長、国会対策委員長、衆議院総務委員、議院運営委員、沖縄及び北方問題に関する特別委員○当選一回（50）
 （令和7年3月現在）"
438,山岸 一生君,やまぎし いっせい,立憲,東京9,2,1981/8/28,子守熊,猿,ゾウ,猿,虎,"山岸 一生（やまぎし いっせい）
 小選挙区（東京都第九区）選出、立憲民主党・無所属
 一九八一年八月神奈川県川崎市に生まれる、東京大学法学部卒業○朝日新聞記者○立憲民主党衆議院東京都第九区総支部長、立憲民主党前政務調査会長筆頭補佐○衆議院内閣委員会理事○当選二回（49 50）
 （令和7年3月現在）"
439,山際 大志郎君,やまぎわ だいしろう,自民,（比）南関東,7,1968/9/12,ペガサス,ペガサス,狼,くろひょう,くろひょう,"山際 大志郎（やまぎわ だいしろう）
 比例代表（南関東）選出、自由民主党・無所属の会
 昭和四十三年九月東京都小金井市に生まれる、山口大学農学部卒業、東京大学大学院農学生命科学研究科修了。獣医学博士、獣医師。第二回南半球鯨類及び環境調査に日本代表調査研究員として従事、東京大学附属動物医療センター獣医師、川崎市・横浜市にて動物病院経営○内閣府大臣政務官、経済産業副大臣、内閣府特命担当大臣（経済財政政策）、経済再生担当、新しい資本主義担当、スタートアップ担当、新型コロナ対策・健康危機管理担当、全世代型社会保障改革担当○自由民主党経済産業部会長、国際局長代理、副幹事長、新型コロナウイルス等感染症対策本部長、競争政策調査会長○衆議院内閣委員長、予算委員会理事○当選七回（43 44 46 47 48 49 50）
 （令和7年3月現在）"
440,山口 俊一君,やまぐち しゅんいち,自民,徳島2,12,1950/2/28,ライオン,ゾウ,ライオン,ゾウ,猿,"山口 俊一（やまぐち しゅんいち）
 小選挙区（徳島県第二区）選出、自由民主党・無所属の会
 昭和二十五年二月徳島県三好郡池田町に生まれる、青山学院大学文学部卒業、パリ大学留学○昭和五十年徳島県議会議員に史上最年少当選、以後連続四期当選。平成二年衆議院議員に当選○日本治山治水協会会長、徳島県治山林道協会会長、徳島県手をつなぐ育成会理事長○郵政政務次官、総務副大臣、総理大臣補佐官、財務副大臣、内閣府特命担当大臣○自由民主党徳島県連会長、党環境・通信部会長、国家戦略本部長、政務調査会筆頭副会長、総務会総務、過疎対策特別委員長、広報局長○衆議院財務金融委員長、決算行政監視委員長、地方創生に関する特別委員長、議院運営委員長○平成二十七年二月永年在職議員として衆議院より表彰される○当選十二回（39 40 41 42 43 44 45 46 47 48 49 50）
 （令和7年3月現在）"
441,山口 壯君,やまぐち つよし,自民,兵庫12,8,1954/10/3,チーター,ひつじ,狼,ペガサス,くろひょう,"山口 壯（やまぐち つよし）
 小選挙区（兵庫県第十二区）選出、自由民主党・無所属の会
 昭和二十九年十月兵庫県に生まれる、東京大学法学部三類・同大学法学部二類卒業、米国ジョンズ・ホプキンス大学SAISより修士号（M・A）・同大学より博士号（Ph・D）を取得○外務公務員採用上級試験合格後、在連合王国（イギリス）日本国大使館一等書記官等を経て、外務省総合外交政策局国際科学協力室室長。第四十二回衆議院議員総選挙初当選○内閣府副大臣、外務副大臣、環境大臣、内閣府特命担当大臣（原子力防災）○民主党政調筆頭副会長、総務委員長兼国際局長。自由民主党政務調査副会長、筆頭副幹事長○衆議院安全保障委員長、予算委員会筆頭理事、内閣委員会理事、北朝鮮による拉致問題等に関する特別委員長、文部科学委員、決算行政監視委員○当選八回（42 44 45 46 47 48 49 50）
 （令和7年3月現在）"
442,山口 良治君,やまぐち りょうじ,公明,（比）北関東,1,1943/2/15,ライオン,たぬき,ひつじ,ペガサス,猿,"山口 良治（やまぐち りょうじ）
 比例代表（北関東）選出、公明党
 昭和五十五年一月栃木県栃木市に生まれる、創価大学法学部卒業、会社員、公明党栃木県本部職員、公明党青年局次長○当選一回（50）
 （令和7年3月現在）"
443,山崎 誠君,やまざき まこと,立憲,（比）南関東,4,1962/11/22,チーター,ライオン,猿,チーター,チーター,"山崎 正恭（やまさき まさやす）
 比例代表（四国）選出、公明党
 昭和四十六年三月高知県高知市生まれ、中京大学経済学部卒業、鳴門教育大学大学院修了、中学校教頭、高知県議会議員○当選二回（49 50）
 （令和7年3月現在）"
444,山崎 正恭君,やまさき まさやす,公明,（比）四国,2,1971/3/5,ゾウ,ひつじ,狼,虎,虎,"山崎 誠（やまざき まこと）
 比例代表（南関東）選出、立憲民主党・無所属
 昭和三十七年十一月二十二日東京都練馬区に生まれる、上智大学法学部法律学科卒業、青山学院大学大学院国際政治経済学研究科国際ビジネス専攻修士課程修了、横浜国立大学大学院環境情報学府環境リスクマネジメント専攻博士課程単位取得退学○（株）熊谷組、日揮（株）に計十九年勤務、（一社）全国ご当地エネルギー協会事務局長、横浜市会議員二期○立憲民主党副幹事長、政務調査会副会長、環境エネルギープロジェクトチーム事務局長、衆議院経済産業委員会理事○当選四回（45 48 49 50）
 （令和7年3月現在）"
445,山下 貴司君,やました たかし,自民,岡山2,5,1965/9/8,ペガサス,たぬき,チーター,子守熊,くろひょう,"山下 貴司（やました たかし）
 小選挙区（岡山県第二区）選出、自由民主党・無所属の会
 昭和四十年九月香川県高松市に生まれる、東京大学法学部卒業、米国コロンビア大学ロースクール卒業○弁護士、検事、駐米日本大使館一等書記官、法務省国際刑事企画官、慶應義塾大学講師、司法試験考査委員○法務大臣○党改革実行本部事務局長、憲法改正実現本部事務局長、ネットメディア局局長代理、デジタル社会推進本部顧問、司法制度調査会副会長、知的財産戦略調査会事務局長、厚生労働部会会長代理、所有者不明土地等に関する特命委員会幹事長代理、国会対策副委員長○衆議院憲法審査会幹事、法務委員会理事、安全保障委員○著書（共著）「チケット不正転売禁止法がよくわかるQ&A」「空家等対策特別措置法の解説」「よくわかるリベンジポルノ防止法」○当選五回（46 47 48 49 50）
 （令和7年3月現在）"
446,山田 勝彦君,やまだ かつひこ,立憲,（比）九州,3,1979/7/19,狼,くろひょう,くろひょう,たぬき,くろひょう,"山田 勝彦（やまだ かつひこ）
 比例代表（九州）選出、立憲民主党・無所属
 昭和五十四年七月長崎県大村市に生まれる、法政大学社会学部卒業○衆議院議員秘書、障がい福祉施設代表○当選三回（49 49補 50）
 （令和7年3月現在）"
447,山田 賢司君,やまだ けんじ,自民,兵庫7,5,1966/4/20,たぬき,猿,ライオン,猿,ひつじ,"山田 賢司（やまだ けんじ）
 小選挙区（兵庫県第七区）選出、自由民主党・無所属の会
 昭和四十一年四月大阪府東大阪市に生まれる、神戸大学法学部卒業○通商産業省調査員（出向）、三井住友銀行、エス・ジー信託銀行、関西学院大学非常勤講師○外務大臣政務官、外務副大臣○自由民主党副幹事長○衆議院議事進行係○当選五回（46 47 48 49 50）
 （令和7年3月現在）"
